track_id,artist_id,artist_name,release,title,duration,loudness,tempo,familiarity,hotness
TRBFTZS128F425EAAB,ARRJ3UC1187FB579D7,Wyclef Jean featuring will.i.am and Melissa Jiménez;Wyclef Jean featuring Machel Montano_ Daniela Mercury_ Black Alex_ and Djakout Mizik,CARNIVAL VOL. II Memoirs of an Immigrant,Touch Your Button Carnival Jam,809.5865,-3.894,129.703,0.7914655,0.4778893
TRBDOGK128F42372FD,ARNWZ1N1187B9B71BA,Handsome Boy Modeling School,White People,Rock And Roll (Could Never Hip Hop Like This) Part 2 featuring Lord Finesse_ Mike Shonoda_ Chester Bennington_ Rahzel_ Qbert_ Grand Wizard Theodore & Jazzy Jay (Instrumental),384.70486,-10.498,118.241,0.58702964,0.4108508
TRAXIDU128E0798B24,ARDR4AC1187FB371A1,Montserrat Caballé/Royal Philharmonic Orchestra/Lamberto Gardelli,Very Best of Montserrat Caballe,Guillaume Tell_ Acte II (1988 Digital Remaster): Ils s'éloignent enfin....Sombre forêt,498.8077,-23.576,53.766,0.0,0.3913706
TRBEFUY12903C98485,AR3UFKE1187B9B186E,Dame Edna Everage with Carl Davis conducting the London Symphony Orchestra and The New Antipodean Singers,The Last Night Of The Poms,Song Of Australia - Canto 6 (2009 Digital Remaster),494.1579,-16.708,134.828,0.29737693,0.0
TRAKOPW12903CE434B,ARHOSMU1242078130D,All Leather,Hung Like A Donut,We're Skrewed (Otto Von Schirach My Supernatural Motorcycle Gang Will Knife U Open Piss & Shit All Over Your Organic Starbucks =iPhone Bank Account Lifeless Lifestyle Remix),249.5473,-5.282,150.982,0.5995292,0.37929493
TRAIIBP128F4252D20,ARK7ZPW1187B99C170,Orchestra e Coro del Palacio de Bellas Artes Di Cittá del Messico_ Oliviero De Fabritiis_ Maria Call,Verdi: Aida,Atto Quarto: 'La Fatal Pietra Sovra Me Si Chiuse...' (Radames) (Verdi),370.99057,-21.08,114.407,0.61285865,0.36034468
TRBBIGE128F1491C45,ARUGU0E1187B9B30F6,The Doors,The Lost Interview Tapes Featuring Jim Morrison - Volume Two: The Circus Magazine Interview,The Trial_ Were You Scared? [The Lost Interview Tapes - Volume Two] (LP Version),298.39627,-27.685,66.155,0.87682986,0.5841166
TRBHDJS128F42603F9,ARDR4AC1187FB371A1,Montserrat Caballé/Orchestra of the Royal Opera House_ Covent Garden/Carlo Maria Giulini,Verdi: Don Carlo,Don Carlo (2000 Digital Remaster): Tu che le vanità (Elisabetta),168.5677,-22.06,71.609,0.5221972,0.3913706
TRAHNHL128F14A4DDD,AREBSCJ1241B9C7BDF,Staatskapelle Dresden/Herbert Blomstedt,Grieg: Peer Gynt_ Piano Concerto & Songs,Peer Gynt - Incidental Music (2004 Digital Remaster): 4.   In the Hall of the Mountain King,158.92853,-19.897,100.005,0.2675763,0.0
TRBEUDN128F14860CE,ARJ45QE1187FB423B8,Ultimate Tracks,Ultimate Tracks - We Are The Reason - as made popular by Avalon [Performance Track],We Are The Reason - Medium key performance track w/o background vocals,279.40527,-11.95,129.99,0.10418699,0.55740833
TRARVJE128F93127EF,ART8F8O1187B9A538D,Herbert von Karajan and Turin RAI Symphony Orchestra,Karajan and Bernstein: Beethoven Masterpieces,Symphony No. 7 in A Major_ Op. 92: I. Poco sostenuto - Vivace,770.3506,-18.427,92.731,0.6680557,0.46415243
TRAHIGT12903CC04A8,ARTML781187B9AF080,Neeme Jarvi,KODALY: Dances of Galanta / Hary Janos Suite / Peacock Variations,Hary Janos Suite : VI. A csaszari udvar bevonulasa (Entrance of the Emperor and his Court),194.48119,-17.382,131.118,0.32085538,0.30076578
TRATXBC128EF34B540,ARN8NCB1187FB49652,Lionel Rogg,J. S. Bach: The Art of Fugue & 'Vivaldi' Solo Organ Concertos,Concerto in C major_ BWV 594 (after Vivaldi Op.7 No.5) (2007 Digital Remaster): I. 1st Movement,394.23956,-16.536,106.479,0.32085538,0.29127103
TRBEAXM12903CC63F5,AR67FTZ1187B9975EC,Maria & Margot Hellwig/Die Garmischer Alpenjäger,Lieder Meines Lebens - Zum 90. Geburtstag Der Königin Der Volksmusik,Lieder_ Die Uns Ein Leben Lang Begleiten,202.52689,-7.753,109.601,0.64290726,0.35589904
TRBEQHL128F4272CBC,AR0PUK71187B9AC3C0,Marvin Hamlisch;John Lithgow;Jeffrey Huard,Sweet Smell of Success (Original Broadway Cast Recording),At the Fountain (Reprise) (Brian d'Arcy James & Ensemble),99.70893,-11.404,118.566,0.49219933,0.34497246
TRAFEUS128F4258E64,ARBH0MS1187FB36311,Sir Neville Marriner,Respighi: Ancient Airs and Dances,Ancient Airs and Dances (1996 Digital Remaster)_ Suite No. 2: III.  Campanae parisienses (anon.) - Aria (Marin Mersenne),220.05505,-25.585,0.0,0.43002498,0.35303405
TRAXXZP128F427ACA6,ARKCTSM11F4C83C839,Igor Stravinsky;Columbia Symphony Orchestra,Igor Stravinsky (1882-1971),Le Sacre du Printemps (The Rite of Spring)/Part One: The Adoration of the Earth - Introduction,181.26321,-30.726,106.343,0.63325834,0.49576634
TRASYQQ128F425092B,ARVG4OK1187B9B6BD3,The Killers,Rock Hits Workout 45 Minute Continuous Fitness Music Mix. 114Bpm  152Bpm For Jogging_ Cycling_ Spin,Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix),527.9865,-8.361,134.02,0.9184518,0.8195883
TRADDXJ128F4252062,ART8F8O1187B9A538D,Herbert  von Karajan,Karajan: Stravinsky - Oedipus Rex; Bruckner - Te Deum,Oedipus Rex_ Atto Secondo: Divum Jocastae Caput Mortuum (Messaggero_ Coro) (Stravinsky),201.89995,-16.398,124.748,0.6680557,0.46415243
TRBHKVE12903CAAEB4,ARWTFKF1241B9C68DC,Vienna Concert House Orchestra_ Wiener Sängerknaben_ Ferdinand Grossmann,66 Mozart Masterpieces,Requiem Mass in D Minor_ K. 626: VIII. Lacrimosa dies illae,178.65099,-21.039,41.634,0.0,0.0
TRABBOR128F4286200,ARDR4AC1187FB371A1,Montserrat Caballé;Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,Puccini: Highlights From La Boheme,Sono andati? Fingevo di dormire,511.16364,-26.358,86.666,0.5221972,0.3913706
TRBGRIM128F424E1D3,AROKPWU11F50C48F1B,Dennis O'Neill,Liszt: 'Tre Sonetti di Petrarca' & First Settings of Victor Hugo,Tre sonetti di Petrarca: III. I' vidi in terra angelici costumi - sonnet 156,377.7563,-27.905,66.807,0.27277404,0.0
TRANGMD128F9302413,AR342K51187B98B571,Timothy Byram-Wigfield,Olivier Messiaen: Les Corps Glorieux - Le Banquet céleste - Apparition de l'Eglise éternelle,Les Corps Glorieux: III. L'Ange aux parfums,473.46893,-32.934,112.238,0.5908045,0.4191004
TRAGYMA128EF34B55E,ARN8NCB1187FB49652,Lionel Rogg,J. S. Bach: The Art of Fugue & 'Vivaldi' Solo Organ Concertos,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,172.38159,-20.848,126.786,0.32085538,0.29127103
TRBEVJC12903CCE75B,ARHNMEZ11F50C4706C,Karen Peck And New River,I'll Never Be Able To Tell It All (Studio Track),I'll Never Be Able (To Tell It All) (High Key-Studio Track w/o Background Vocals),177.76282,-8.335,148.03,0.32570076,0.37383288
TRACNZU12903CACFCF,ARZOVCV11F4C83D9FA,Bamberg Symphony Orchestra and Hans Swarowsky,Brahms: The Complete Symphonies and Hungarian Dances,Hungarian Dances_ WoO 1: No. 12 in D Minor: Presto,151.01341,-22.492,137.219,0.3403671,0.2721031
TRAIVRV128F426D8A9,ARJDUON1187B989F69,David Zinman;Pittsburgh Symphony Orchestra,Danielpour:  Concerto for Orchestra,Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo,641.4885,-25.895,170.899,0.40799725,0.33310884
TRBGTCB128F42548C2,AR323JD1187FB483D0,Solomon,Beethoven: Piano Sonatas 29 & 32,"Piano Sonata No. 29 in B flat major Op. 106  ""Hammerklavier"" (2005 Digital Remaster): II.     Scherzo (Assai vivace) - Presto",150.56934,-21.835,68.742,0.6297325,0.34126583
TRATVGT128F9310C89,AR57WGF1187FB41F11,Alan Feinberg,Music To My Ears_ A Collection of Music for Children of All Ages - Fauré_ Chopin_ Saint-Saëns_ Schumann_ Borodin_ Bach_ etc,Menuet in the Name of Haydn,155.19302,-28.327,70.1,0.2833529,0.25181562
TRABXWD128F425AD1E,ARVUN5F1187FB4CCC7,Beenie Man Featuring Wyclef And Redman,Love Me Now (featuring Wyclef) (International Only),Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),228.04852,-4.541,79.823,0.7292123,0.4813393
TRAEISN128F428F699,ART8F8O1187B9A538D,Herbert Von Karajan,J. Strauss: Die Fledermaus,"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus ""Das Land des Lächelns"")",238.10567,-20.18,103.929,0.6680557,0.46415243
TRAYUTE12903CE525F,AR4B1LP1187FB55C83,Juan Diego Flórez / Orquesta Sinfónica de Madrid / Jesús López-Cobos,Gluck: Orfée et Euridice,Vos plaintes_ vos regrets_ augmentent mon supplice,35.44771,-22.694,70.886,0.429603,0.37044117
TRATBMN12903CC4BAE,AR3AIEI1187B992D8D,Marilyn Horne,Handel Edition Volume 4 - Samson_ Messiah & Arias from Rinaldo_ Serse etc,"Agrippina : Act 3 ""Bel piacere è godere fido amor!"" [Poppea]",144.06485,-23.045,95.469,0.44585866,0.31204444
TRAHTEK128F4214840,ARFAKQ01187B990163,Georges Delerue,Police Python 357 / L'Important C'Est D'Aimer/Paul Gaugu In/ Malpertuis / Jamais Plus Toujours,Le Théâtre / Bof L'Important C'Est D'Aimer,130.66405,-24.953,178.63,0.5678006,0.37352717
TRBBFTS12903CDC3D9,AR323JD1187FB483D0,Solomon,Piano Concertos; Grieg & Schumann,Concerto In A Minor_ Op 54: First Movement - Allegro Affettuoso - Andante Espressivo - Tempo I - Cadenza - Allegro Molto,834.2461,-22.875,199.792,0.6297325,0.34126583
TRAYWDO128F426DD31,ARKCTSM11F4C83C839,Columbia Symphony Orchestra;Igor Stravinsky,Stravinsky Conducts Stravinsky,The Firebird/Apparition de L'Oiseau de Feu_ poursuivi par Ivan Tsarévitch,135.88853,-22.177,71.998,0.63325834,0.49576634
TRAXBJX128F428A6A9,ARDR4AC1187FB371A1,Montserrat Caballé;Eugenio  Marco,Zarzuela Arias & Duets,Bohemios: No quiero que sepa que aquí vengo yo (Gypsies: I don't want him to know that I am here),254.1971,-18.119,64.796,0.5221972,0.3913706
TRAQMZB128EF351A09,ART62WC1187FB47E80,The Game feat. Jim Jones Camron & Bezell,Westside Story Remix feat. Snoop Dogg & 50 Cent,Certified Gangstas (featuring Jim Jones Camron & Bezell),210.23302,-6.647,69.555,0.8029254,0.528615
TRAEVYV128F4231BA7,AR20CFC1187B98A25D,Ray Charles,Pure Genius: The Complete Atlantic Recordings 1952-1960,Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953),87.06567,-16.077,97.302,0.7599095,0.6732073
TRAVIFJ12903CC4BA3,AR3AIEI1187B992D8D,Marilyn Horne,Handel Edition Volume 4 - Samson_ Messiah & Arias from Rinaldo_ Serse etc,"Rinaldo : Act 3 ""Or la tromba in suon festante"" [Rinaldo]",231.57506,-16.682,124.759,0.44585866,0.31204444
TRBHAHN128F932D09E,ARR46IW1187FB51C2E,Nicholas Hooper,Harry Potter And The Half-Blood Prince - Original Soundtrack,"The Killing Of Dumbledore (""Harry Potter & The Half-Blood Prince"")",214.90894,-29.51,93.633,0.5729434,0.43580827
TRAVQTM12903CE81E9,ARHSS201187B98A8CC,Yvette Horner,"Vintage World Nº 16 - EPs Collectors ""Yvette Horner And His Accordion",Le Chant Du Tropeau (La Canción Del Rebaño) Vals Tirolés,137.32526,-7.748,62.614,0.41187546,0.29588982
TRARMPK128F9302164,ARBMHBC11F4C8403A2,Hushabye Baby,Hushabye Baby : Lullaby Renditions of Country Music Favorites Volume 2,You Had Me From Hello (Lullaby Rendition of Kenny Chesney),223.45097,-18.798,69.995,0.35342956,0.365514
TRBHDIZ128F9313AB3,ARID33C1187FB4610A,David Rose,Ultra-Lounge / On The Rocks With A Twist - Part 2,Wear Your Love Like Heaven / Workin' On A Groovy Thing (Medley) (1997 Digital Remaster),292.8061,-13.176,109.059,0.51843643,0.34866533
TRATFJI128F4252046,ART8F8O1187B9A538D,Herbert  von Karajan,Karajan: Stravinsky - Oedipus Rex; Bruckner - Te Deum,Oedipus Rex_ Atto Primo: Liberi_ Vos Liberabo (Oedipus) (Stravinsky),198.4518,-20.731,75.377,0.6680557,0.46415243
TRBEWHE128F425E528,ARN2M4711C8A423BD6,David Jalbert,Faure: Complete Nocturnes - David Jalbert,Nocturne For Piano No. 8 In D Flat Major_ Op. 84 No. 8 (also in Huit pièces brèves_ Op. 84/8),153.33832,-30.925,44.407,0.5052373,0.31311974
TRBHUQW12903CA89A7,ARC3JTL1187FB4A1CE,Hawkshaw Hawkins,Country Style U.S.A. with Kitty Wells_ Johnnie & Jack_ Hawkshaw Hawkins_ Jean Shepard,Intro / Stay All Night_ Stay A Little Longer,71.1571,-9.902,117.696,0.44538134,0.309691
TRAZNZQ128F92E08FF,ARW0JI11187FB592BD,Wednesday 13's Frankenstein Drag Queens From Planet 13,The Late_ Late Show,197666 w/ Special Guest The Confederate Crusader (Album Version),146.85995,-4.625,183.512,0.6128891,0.3765631
TRAGXBC128F148E5CC,AR6U6C51187B9B6F68,Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,Mendelssohn: Piano Concertos Nos.1 & 2 etc,1. Molto allegro con fuoco,413.1522,-19.852,160.246,0.5302879,0.3775791
TRAEMMB128F426A1BF,ARNQESK11F4C83FD6F,Beatnuts featuring dead prez and Cheryl Pepsi Riley,A Musical Massacre (Explicit),Look Around featuring dead prez and Cheryl Pepsi Riley,318.5628,-5.414,93.957,0.6080181,0.28552324
TRAMMTK128F4279CD2,ARGAJDQ11F50C4EDDF,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,Musica Sacra Nella Napoli del '700,Miserere: XVII. Quoniam Si Voluisses,56.71138,-25.063,47.421,0.5275452,0.0
TRAGJQS12903CC9CD0,AR3NPVS1187FB5108F,Les Rythmes Digitales/ Tzant Feat. ODC MC,Mash Up Mix 90s,Jacques Your Body (Make Me Sweat)/ Sounds Of Wickedness (PF Project Def Scratch Mix),186.40935,-4.242,86.113,0.5908165,0.37606636
TRASRJY128F146AB74,ARLZ3CF1187B98BD56,Daryl Coley,Beyond the Veil: Live at Bobby Jones Gospel Explosion XIII,Standing On The Promises (Palmore) (Beyond The Veil Album Version),352.8877,-8.078,85.563,0.45062527,0.32583123
TRANKPF128F429FF68,ARBB58Y1187B9B621B,Bill & Gloria Gaither,Favorite Hymns From The Homecoming Series,Farther Along (Favorite Hymns Sung By The Homecoming Friends Album Version),216.18893,-9.489,111.321,0.42688277,0.33330342
TRASZAC128F424A5FB,ARNPPTH1187B9AD429,Jimmy Page_ John Paul Jones_ Albert Lee_ Nicky Hopkins_ Big Jim Sullivan_ Clem Cattini_ Chris Hughes,No Introduction Necessary,Livin' Lovin' Wreck,131.34322,-12.176,175.154,0.731839,0.42494032
TRBGBIZ12903CB26BA,AROATPL1187FB48E12,UFO,"Parker's Birthday ""Live in Texas",Electric Phase / Hot 'n' Ready / Pack It Up 'n' Go / Cherry / Out In The Street / Let It Roll / Too Hot To Handle,1819.7677,-14.402,134.531,0.68113023,0.4533991
TRAHZAL128F9323495,ARV38Z81187B98E608,The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra,West Side Story - Original Broadway Cast,The Dance at The Gym,185.99138,-14.953,111.506,0.5654824,0.3912425
TRBASWK128F42830F2,ARWBYIR11F4C83B3FE,Double Image,Secret Wispers - Double Image pays homage to Clara Schumann,Trio in G minor for piano_ violin_ and 'cello Op. 17: Andante,348.42078,-25.205,135.092,0.3292365,0.0
TRAKMXB12903CC67B2,AR5LZJD1187FB4C5E5,Britt Nicole,Don't Worry Now (Premiere Performance Plus Track),Don't Worry Now (Performance Track In Key Of Db Without Background Vocals),245.81178,-13.053,160.015,0.6695001,0.5444463
TRAMYEC128F4279CA7,ARGAJDQ11F50C4EDDF,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,Musica Sacra Nella Napoli del '700,Miserere: IV. Quoniam Iniquitatem,16.40444,-34.162,30.553,0.5275452,0.0
TRAUTJP128F4291366,ARUKJUP12086C14589,Ramón Vargas;Vesselina Kasarova;Vladimir Jurowski,Massenet: Werther,Werther - Lyric Drama in four Acts/Act III/Toute mon âme est là,333.92282,-17.677,158.715,0.3917414,0.2912648
TRAQTKV128F427BFA5,ARPAAHK1187B9ABB00,Nickelback featuring Kid Rock,Charlie's Angels: Full Throttle (Music From The Motion Picture),Saturday Night's Alright (For Fighting),223.99956,-3.709,156.005,0.8474517,0.779968
TRBIDYF128F42680C4,ARASWKT1187B9923B7,Felix Slatkin/Concert Arts Symphonic Band,The Military Band - Salute to the Services,The Star-Spangled Banner (1998 Digital Remaster),108.35546,-16.154,92.499,0.4716128,0.29169908
TRAIHTK128F4291340,ARUKJUP12086C14589,Ramón Vargas;Vesselina Kasarova;Vladimir Jurowski,Massenet: Werther,Werther - Lyric Drama in four Acts/Act I/Rêve! Extase! Bonheur!,234.26567,-18.149,77.235,0.3917414,0.2912648
TRBEBFU128F14971BD,ARUGU0E1187B9B30F6,The Doors,Set The Night On Fire: The Doors Bright Midnight Archives Concerts [w/Bonus Album],Roadhouse Blues (Live In Detroit) (LP Version),403.61752,-9.053,131.013,0.87682986,0.5841166
TRAVIZG128F4266E68,ARMPRI31187FB4F7D9,Vangelis,Mythodea - Music for the NASA Mission: 2001 Mars Odyssey,Mythodea - Music for the NASA Mission: 2001 Mars Odyssey/Movement 7,297.76935,-15.235,173.712,0.7728733,0.4737005
TRBDWRY128F427991E,ART3O5Z1187B9AB043,Stevie Ray Vaughan And Double Trouble,The Essential Stevie Ray Vaughan And Double Trouble,Tin Pan Alley (aka Roughest Place In Town),551.9147,-17.293,113.447,0.7830371,0.5442575
TRAVXVJ128F92EA97C,ARXZIHJ1187B9A4ED9,Ray Conniff;Billy Butterfield,CONNIFF MEETS BUTTERFIELD               BILLY BUTTERFIELD and RAY CONNIFF,Time On My Hands (You In My Arms),175.15057,-13.526,116.195,0.555765,0.37651423
TRAMEQB128F42710BB,AR6TZJQ1187B9AD572,Pierre Boulez,Boulez: Pli Selon Pli; and Livre pour Cordes,"Pli Selon Pli (""fold according to fold"")/IV.  Improvisation sur Mallarmé III",956.60364,-18.628,47.794,0.5617448,0.4001077
TRAMSIH128F42990AB,AR342K51187B98B571,Olivier Messiaen,Messiaen Oeuvres Orgue,Les Corps Glorieux (7 Visions De La Vie Des Ressuscités) (1939) : VII Le Mystère De La Sainte-Trinité,462.0273,-42.472,131.619,0.5908045,0.4191004
TRBHKRZ128F932D08F,ARR46IW1187FB51C2E,Nicholas Hooper,Harry Potter And The Half-Blood Prince - Original Soundtrack,"Of Love & War (""Harry Potter & The Half-Blood Prince"")",77.60934,-19.015,155.659,0.5729434,0.43580827
TRAGJNI128F9304EF4,ARBMHBC11F4C8403A2,Hushabye Baby,Hushabye Baby : Lullaby Renditions of Country Music Favorites Volume 1,So Small (Lullaby Rendition of Carrie Underwood),227.52608,-22.803,147.853,0.35342956,0.365514
TRACUWW128F4248CAA,ARUKJUP12086C14589,Ramón Vargas_ Sängerknaben Luzerner Kantorei_ Henk Geuke_ Concilium Musicum Wien & Paul Angerer,Christmas With Ramón Vargas,Adeste fideles,207.04608,-21.881,69.538,0.3917414,0.2912648
TRAOVAV128F427A5E0,AR9F71I1187FB46CAF,Gordon MacRae,Carousel / Rodgers & Hammerstein's / Original Motion Picture Soundtrack (Expanded Edition),Soliloquy (2001 Digital Remaster),470.9873,-14.563,133.017,0.41247305,0.30697632
TRAPYCB128F930CD70,AR1GW0U1187B9B29FD,Prince With 94 East,Prince With 94 East's You Can Be My Teacher,Dance To The Music Of The World - Original Re-Mix (Practice Session),364.5122,-12.998,85.006,0.43252966,0.33938512
TRASCPM12903CFF389,ARCWCWU1187FB51F35,Pietari Inkinen,SIBELIUS_ J.: Night Ride and Sunrise / Belshazzar's Feast Suite / Kuolema (New Zealand Symphony_ Ink,The Dryad_ Op. 45_ No. 1,344.73752,-27.284,61.78,0.17166738,0.0
TRAJTAW128F934CEDB,ARK6JC91187B9B4B2D,Babbie Mason,Isn't That Just Like God (Studio Track),Isn't That Just Like God (Medium Key Performance Track Without Background Vocals),236.25098,-16.409,141.042,0.3817809,0.30591777
TRBCDRM128F428FCCB,ARU9Q5Q1187FB3D6EB,Bobby Hutcherson,Dialogue (The Rudy Van Gelder Edition),Les Noirs Marchant (Rudy Van Gelder 24Bit Mastering) (2002 Digital Remaster),399.51627,-12.321,151.391,0.5709001,0.39329273
TRAJLIV128F42882D8,AREEUJE1241B9C773F,Art Blakey's Jazz Messengers,Art Blakey's Jazz Messengers_ Lausanne 1960 Part 2 / Swiss Radio Days_ Jazz Series Vol.6,A Night in Tunisia,670.04034,-15.469,144.737,0.26289642,0.3075703
TRAKUUA128F425B3EE,AR2BU3O1187B98EBDA,Raymond Lefèvre,Louis de funès - l'intégrale - bandes originales des gendarmes,"Générique - ""le gendarme et les gendarmettes",114.99057,-9.831,112.445,0.43078703,0.3120473
TRBBYQM128F1468524,ARHCZHQ12086C11407,Henri Rene And His Orchestra,Ultra-Lounge / A Bachelor In Paris - Volume Ten,Petite Fleur (Instrumental) (1996 Digital Remaster),168.5416,-16.797,112.911,0.2852103,0.0
TRAVGFX128F14ADFED,AR9AN471187B99E0DA,Scott Wesley Brown,The Scott Wesley Brown Collection: A Library of 35 Favorite Songs,Pray For Me (One Step Closer Album Version),234.78812,-12.38,160.443,0.4973075,0.3424064
TRASUFQ128F92F8449,AR49IWV1187FB3C663,Dédé Saint-Prix,Le meilleur de Dédé Saint-Prix (Double album),Balanséy lala (featuring Tanya St Val) (feat. Tanya Saint-Val),310.83057,-9.493,111.959,0.2318375,0.0
TRAYWVM128F426520A,AR4JY8V1187B98A62F,Ann Hampton Callaway;Laura Benanti;Michael Gruber;Everett Bradley,Swing - Original Broadway Cast Recording,Stompin' at the Savoy,217.73016,-12.183,194.039,0.50677395,0.3797618
TRAXEID128F92E0922,ARXDOUQ11F50C4A239,Wednesday 13's Frankenstein Drag Queens From Planet 13,Songs From The Recently Deceased,Plan 9 From Outer Space (Album Version),183.53587,-3.59,143.913,0.56516176,0.37144712
TRACCXJ128F428F0CF,ARUKJUP12086C14589,Ramón Vargas;Vladimir Jurowski,Massenet: Werther,Werther - Lyric Drama in four Acts/Act I/Alors_ c'est bien ici la maison du bailli?,278.3865,-23.095,127.113,0.3917414,0.2912648
TRBHSVR128F9324499,ARXUCPO12086C169A4,Frank Sinatra,Francis Albert Sinatra & Antonio Carlos Jobim,Quiet Nights Of Quiet Stars [Corcovado] [The Frank Sinatra Collection],166.05995,-18.197,107.597,0.29167354,0.44719973
TRBDAVV128F426AA56,ARDGFTD11F4C83C209,Dale Russ / Finn MacGinty,North Amerikay,Reels: Old Joes / the Cliffs of Moher / the clips of mohair / the slightly less-well-informed maid,261.85098,-5.617,121.733,0.034543186,0.0
TRAHEWU128F4279CAF,ARGAJDQ11F50C4EDDF,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,Musica Sacra Nella Napoli del '700,Miserere: XII. Ne Projicias,42.70975,-30.978,48.942,0.5275452,0.0
